vessel_id,shape_class,rim_orient,rim_profile,base_type,additional_elem,height,opening_diam,base_diam,neck_diam,belly_diam,neck_height,belly_height,H-Bd,Bd-Rd,Bd-Nd,H-Bh,H-Nh,Bd-BaD
JZ001_P909,G,B,03,04,N,8.40,12.00,4.80,12.00,12.00,8.40,8.40,0.70,1.00,1.00,1.00,1.00,2.50
JZ001_P910,G,B,03,04,N,10.40,10.40,4.80,10.40,10.40,10.40,10.40,1.00,1.00,1.00,1.00,1.00,2.17
JZ001_P911,E,B,03,04,N,7.20,16.00,6.40,16.00,16.00,7.20,7.20,0.45,1.00,1.00,1.00,1.00,2.50
JZ001_P912,G,A,06,07,N,8.40,9.60,4.00,9.60,9.60,8.40,8.40,0.88,1.00,1.00,1.00,1.00,2.40
JZ001_P913,E,B,03,04,N,5.20,8.80,4.80,8.80,7.51,5.20,2.07,0.69,0.85,0.85,2.51,1.00,1.56
JZ001_P914,G,B,03,07,N,8.00,10.40,4.80,10.40,10.40,8.00,8.00,0.77,1.00,1.00,1.00,1.00,2.17
JZ001_P915,G,A,03,01,N,6.40,7.20,NA,7.20,7.20,6.40,6.40,0.89,1.00,1.00,1.00,1.00,NA
JZ001_P916,T,B,03,02,N,17.60,8.40,NA,5.73,13.06,14.26,6.75,1.35,1.55,2.28,2.61,1.23,NA
JZ001_P917,E,B,03,04,N,8.80,15.20,8.00,15.20,15.20,8.80,8.80,0.58,1.00,1.00,1.00,1.00,1.90
JZ001_P918,G,B,03,04,N,9.60,11.20,3.20,11.20,11.20,9.60,9.60,0.86,1.00,1.00,1.00,1.00,3.50
JZ001_P920,G,B,02,09,N,6.40,6.40,4.00,5.97,6.34,4.90,3.59,1.01,0.99,1.06,1.78,1.31,1.59
JZ001_P922,G,A,03,04,N,7.60,8.80,4.00,8.80,9.87,7.60,4.92,0.77,1.12,1.12,1.54,1.00,2.47
JZ001_P923,P,B,13,09,N,30.40,14.00,NA,13.27,20.17,28.96,26.00,1.51,1.44,1.52,1.17,1.05,NA
JZ001_P924,E,B,03,04,N,6.80,16.00,4.40,16.00,16.00,6.80,6.80,0.43,1.00,1.00,1.00,1.00,3.64
JZ001_P925,T,B,03,01,N,10.00,3.60,NA,2.48,6.22,7.67,3.59,1.61,1.73,2.51,2.79,1.30,NA
JZ001_P926,G,B,03,04,N,11.20,8.80,4.40,8.80,8.80,11.20,11.20,1.27,1.00,1.00,1.00,1.00,2.00
JZ001_P928,E,A,07,04,N,8.00,20.00,6.00,20.00,20.00,8.00,8.00,0.40,1.00,1.00,1.00,1.00,3.33
JZ001_P929,G,A,03,04,N,10.00,11.20,4.80,11.20,11.20,10.00,10.00,0.89,1.00,1.00,1.00,1.00,2.33
JZ001_P930,T,A,17,02,N,14.80,9.60,NA,7.82,10.13,13.24,5.69,1.46,1.06,1.30,2.60,1.12,NA
JZ001_P931,E,B,03,04,N,5.60,16.00,4.40,16.00,16.00,5.60,5.60,0.35,1.00,1.00,1.00,1.00,3.64
JZ001_P932,N,C,09,02,N,20.00,13.60,NA,18.37,24.12,17.86,11.91,0.83,1.77,1.31,1.68,1.12,NA
JZ001_P936,E,B,05,03,N,6.40,13.60,NA,13.60,13.60,6.40,6.40,0.47,1.00,1.00,1.00,1.00,NA
JZ001_P937,G,B,03,04,N,9.20,11.20,4.80,11.20,11.20,9.20,9.20,0.82,1.00,1.00,1.00,1.00,2.33
JZ001_P938,E,B,03,07,N,6.00,9.60,4.40,9.60,9.60,6.00,6.00,0.63,1.00,1.00,1.00,1.00,2.18
JZ001_P939,C,B,03,07,N,4.80,14.80,5.60,14.80,14.80,4.80,4.80,0.32,1.00,1.00,1.00,1.00,2.64
JZ001_P940,E,B,02,06,N,6.00,12.80,4.40,12.80,12.80,6.00,6.00,0.47,1.00,1.00,1.00,1.00,2.91
JZ001_P941,P,B,15,02,N,15.60,12.80,NA,12.78,17.81,14.61,7.94,0.88,1.39,1.39,1.96,1.07,NA
JZ001_P942,E,B,03,06,N,6.80,11.60,5.20,11.60,11.60,6.80,6.80,0.59,1.00,1.00,1.00,1.00,2.23
JZ001_P944,E,B,01,04,N,2.40,5.60,2.40,5.60,5.60,2.40,2.40,0.43,1.00,1.00,1.00,1.00,2.33
JZ001_P946,R,A,15,02,N,10.40,7.20,NA,6.21,10.42,9.19,4.76,1.00,1.45,1.68,2.18,1.13,NA
JZ001_P947,R,B,04,02,N,8.40,3.60,NA,3.21,7.62,7.34,3.85,1.10,2.12,2.37,2.18,1.14,NA
JZ001_P948,E,B,03,04,N,6.00,9.20,4.00,9.20,9.20,6.00,6.00,0.65,1.00,1.00,1.00,1.00,2.30
JZ002_P001,E,B,01,03,N,6.70,13.00,9.00,13.00,13.00,6.70,6.70,0.52,1.00,1.00,1.00,1.00,1.44
JZ002_P002,E,B,01,03,N,9.50,18.00,13.00,18.00,18.00,9.50,9.50,0.53,1.00,1.00,1.00,1.00,1.38
JZ002_P003,E,B,01,03,N,6.90,15.00,9.60,15.00,15.00,6.90,6.90,0.46,1.00,1.00,1.00,1.00,1.56
JZ002_P004,T,B,03,04,N,5.00,2.00,2.20,2.67,4.26,4.28,2.22,1.17,2.13,1.60,2.25,1.17,1.94
JZ002_P006,E,B,01,04,N,6.50,11.00,5.40,11.00,11.00,6.50,6.50,0.59,1.00,1.00,1.00,1.00,2.04
JZ002_P007,E,B,01,03,N,6.00,12.30,7.00,12.30,12.30,6.00,6.00,0.49,1.00,1.00,1.00,1.00,1.76
JZ002_P008,E,B,01,03,N,6.00,14.40,9.60,14.40,14.40,6.00,6.00,0.42,1.00,1.00,1.00,1.00,1.50
JZ002_P009,E,B,01,02,N,7.20,14.40,2.70,14.40,14.40,7.20,7.20,0.50,1.00,1.00,1.00,1.00,5.33
JZ002_P012,E,B,01,03,N,6.88,12.20,NA,12.20,12.20,6.88,6.88,0.56,1.00,1.00,1.00,1.00,NA
JZ002_P013,E,B,01,00,N,6.50,12.50,8.90,12.50,12.50,6.50,6.50,0.52,1.00,1.00,1.00,1.00,1.40
JZ002_P022,P,B,03,02,N,22.00,9.74,10.30,9.52,17.42,20.08,10.14,1.26,1.79,1.83,2.17,1.10,1.69
JZ002_P023,E,B,01,05,N,7.00,11.00,5.83,11.00,11.00,7.00,7.00,0.64,1.00,1.00,1.00,1.00,1.89
JZ002_P024,E,B,01,03,N,6.90,14.00,8.40,14.00,13.24,6.90,4.22,0.52,0.95,0.95,1.64,1.00,1.58
JZ002_P025,E,B,01,03,N,8.10,16.30,10.40,16.30,16.30,8.10,8.10,0.50,1.00,1.00,1.00,1.00,1.57
JZ002_P026,N,B,03,02,N,26.70,16.50,14.00,16.89,24.71,24.29,12.85,1.08,1.50,1.46,2.08,1.10,1.77
JZ002_P027,N,B,01,02,N,24.40,16.00,11.00,14.50,20.30,22.59,11.60,1.20,1.27,1.40,2.10,1.08,1.85
JZ002_P028,E,B,01,04,N,6.00,10.60,4.00,10.60,10.60,6.00,6.00,0.57,1.00,1.00,1.00,1.00,2.65
JZ002_P030,E,C,01,02,N,12.50,24.00,13.50,24.00,26.09,12.50,10.49,0.48,1.09,1.09,1.19,1.00,1.93
JZ002_P031,E,B,01,04,N,6.50,11.00,5.45,11.00,11.00,6.50,6.50,0.59,1.00,1.00,1.00,1.00,2.02
JZ002_P034,E,B,03,02,N,6.23,10.40,6.50,10.40,10.40,6.23,6.23,0.60,1.00,1.00,1.00,1.00,1.60
JZ002_P036,E,B,01,04,N,8.64,12.00,4.84,12.00,12.00,8.64,8.64,0.72,1.00,1.00,1.00,1.00,2.48
